año,tipo,valor
2013,numero,21
2013,numero,37
2013,numero,16
2013,numero,14
2013,estrella,12
2013,estrella,11
2013,numero,27
2013,numero,10
2013,numero,6
2013,numero,17
2013,numero,28
2013,estrella,9
2013,estrella,4
2013,numero,8
2013,numero,2
2013,numero,40
2013,numero,39
2013,numero,25
2013,estrella,7
2013,estrella,1
2014,numero,50
2014,numero,25
2014,numero,2
2014,numero,1
2014,numero,29
2014,estrella,6
2014,estrella,8
2014,numero,4
2014,numero,48
2014,numero,2
2014,numero,28
2014,numero,32
2014,estrella,12
2014,estrella,3
2014,numero,18
2014,numero,23
2014,numero,16
2014,numero,45
2014,numero,32
2014,estrella,3
2014,estrella,6
2014,numero,27
2014,numero,5
2014,numero,28
2014,numero,15
2014,numero,2
2014,estrella,10
2014,estrella,6
2014,numero,28
2014,numero,29
2014,numero,5
2014,numero,44
2014,numero,16
2014,estrella,6
2014,estrella,8
2014,numero,36
2014,numero,9
2014,numero,12
2014,numero,34
2014,numero,7
2014,estrella,2
2014,estrella,6
2014,numero,33
2014,numero,32
2014,numero,35
2014,numero,28
2014,numero,37
2014,estrella,1
2014,estrella,8
2014,numero,48
2014,numero,46
2014,numero,24
2014,numero,32
2014,numero,17
2014,estrella,7
2014,estrella,12
2014,numero,49
2014,numero,4
2014,numero,21
2014,numero,42
2014,numero,27
2014,estrella,7
2014,estrella,3
2014,numero,9
2014,numero,14
2014,numero,33
2014,numero,27
2014,numero,23
2014,estrella,4
2014,estrella,9
2014,numero,42
2014,numero,11
2014,numero,33
2014,numero,35
2014,numero,1
2014,estrella,3
2014,estrella,1
2014,numero,21
2014,numero,22
2014,numero,44
2014,numero,48
2014,numero,9
2014,estrella,11
2014,estrella,3
2014,numero,50
2014,numero,15
2014,numero,47
2014,numero,29
2014,numero,5
2014,estrella,12
2014,estrella,7
2014,numero,33
2014,numero,50
2014,numero,40
2014,numero,9
2014,numero,7
2014,estrella,8
2014,estrella,12
2014,numero,48
2014,numero,20
2014,numero,1
2014,numero,21
2014,numero,24
2014,estrella,3
2014,estrella,1
2014,numero,33
2014,numero,25
2014,numero,36
2014,numero,29
2014,numero,1
2014,estrella,10
2014,estrella,2
2014,numero,42
2014,numero,20
2014,numero,8
2014,numero,43
2014,numero,19
2014,estrella,10
2014,estrella,1
2014,numero,50
2014,numero,40
2014,numero,44
2014,numero,34
2014,numero,22
2014,estrella,8
2014,estrella,6
2014,numero,42
2014,numero,27
2014,numero,33
2014,numero,12
2014,numero,23
2014,estrella,9
2014,estrella,3
2014,numero,37
2014,numero,15
2014,numero,43
2014,numero,11
2014,numero,3
2014,estrella,11
2014,estrella,2
2014,numero,21
2014,numero,47
2014,numero,30
2014,numero,42
2014,numero,45
2014,estrella,3
2014,estrella,6
2014,numero,39
2014,numero,43
2014,numero,48
2014,numero,15
2014,numero,2
2014,estrella,5
2014,estrella,11
2014,numero,28
2014,numero,24
2014,numero,7
2014,numero,39
2014,numero,41
2014,estrella,12
2014,estrella,1
2014,numero,21
2014,numero,28
2014,numero,11
2014,numero,16
2014,numero,48
2014,estrella,3
2014,estrella,7
2014,numero,11
2014,numero,30
2014,numero,40
2014,numero,46
2014,numero,2
2014,estrella,3
2014,estrella,6
2014,numero,50
2014,numero,4
2014,numero,8
2014,numero,25
2014,numero,35
2014,estrella,10
2014,estrella,1
2014,numero,3
2014,numero,31
2014,numero,32
2014,numero,45
2014,numero,9
2014,estrella,8
2014,estrella,7
2014,numero,42
2014,numero,9
2014,numero,25
2014,numero,35
2014,numero,1
2014,estrella,3
2014,estrella,1
2014,numero,13
2014,numero,2
2014,numero,29
2014,numero,22
2014,numero,33
2014,estrella,8
2014,estrella,6
2014,numero,46
2014,numero,22
2014,numero,26
2014,numero,7
2014,numero,34
2014,estrella,1
2014,estrella,8
2014,numero,16
2014,numero,40
2014,numero,3
2014,numero,10
2014,numero,31
2014,estrella,5
2014,estrella,10
2014,numero,47
2014,numero,25
2014,numero,44
2014,numero,15
2014,numero,27
2014,estrella,7
2014,estrella,8
2014,numero,6
2014,numero,28
2014,numero,46
2014,numero,3
2014,numero,5
2014,estrella,7
2014,estrella,10
2014,numero,8
2014,numero,22
2014,numero,17
2014,numero,6
2014,numero,11
2014,estrella,3
2014,estrella,8
2014,numero,30
2014,numero,14
2014,numero,5
2014,numero,1
2014,numero,28
2014,estrella,6
2014,estrella,10
2014,numero,23
2014,numero,3
2014,numero,26
2014,numero,12
2014,numero,13
2014,estrella,4
2014,estrella,8
2014,numero,48
2014,numero,33
2014,numero,19
2014,numero,36
2014,numero,37
2014,estrella,7
2014,estrella,10
2014,numero,43
2014,numero,27
2014,numero,36
2014,numero,2
2014,numero,49
2014,estrella,7
2014,estrella,6
2014,numero,2
2014,numero,42
2014,numero,24
2014,numero,1
2014,numero,5
2014,estrella,3
2014,estrella,6
2014,numero,37
2014,numero,23
2014,numero,43
2014,numero,1
2014,numero,28
2014,estrella,6
2014,estrella,12
2014,numero,13
2014,numero,45
2014,numero,17
2014,numero,46
2014,numero,38
2014,estrella,5
2014,estrella,11
2014,numero,33
2014,numero,1
2014,numero,3
2014,numero,26
2014,numero,4
2014,estrella,6
2014,estrella,1
2014,numero,29
2014,numero,3
2014,numero,43
2014,numero,23
2014,numero,2
2014,estrella,8
2014,estrella,6
2014,numero,6
2014,numero,13
2014,numero,31
2014,numero,33
2014,numero,12
2014,estrella,2
2014,estrella,5
2014,numero,46
2014,numero,9
2014,numero,10
2014,numero,37
2014,numero,41
2014,estrella,10
2014,estrella,4
2014,numero,28
2014,numero,6
2014,numero,3
2014,numero,20
2014,numero,26
2014,estrella,8
2014,estrella,12
2014,numero,12
2014,numero,25
2014,numero,47
2014,numero,40
2014,numero,10
2014,estrella,6
2014,estrella,7
2014,numero,6
2014,numero,39
2014,numero,20
2014,numero,44
2014,numero,41
2014,estrella,9
2014,estrella,8
2014,numero,39
2014,numero,1
2014,numero,10
2014,numero,23
2014,numero,46
2014,estrella,4
2014,estrella,11
2014,numero,24
2014,numero,43
2014,numero,20
2014,numero,3
2014,numero,12
2014,estrella,3
2014,estrella,9
2014,numero,33
2014,numero,20
2014,numero,28
2014,numero,13
2014,numero,31
2014,estrella,7
2014,estrella,10
2014,numero,14
2014,numero,29
2014,numero,21
2014,numero,13
2014,numero,50
2014,estrella,6
2014,estrella,9
2014,numero,1
2014,numero,33
2014,numero,26
2014,numero,41
2014,numero,29
2014,estrella,2
2014,estrella,4
2015,numero,32
2015,numero,13
2015,numero,21
2015,numero,19
2015,numero,14
2015,estrella,2
2015,estrella,8
2015,numero,13
2015,numero,10
2015,numero,32
2015,numero,46
2015,numero,14
2015,estrella,6
2015,estrella,7
2015,numero,44
2015,numero,8
2015,numero,2
2015,numero,10
2015,numero,21
2015,estrella,7
2015,estrella,9
2015,numero,4
2015,numero,49
2015,numero,47
2015,numero,46
2015,numero,9
2015,estrella,6
2015,estrella,8
2015,numero,25
2015,numero,45
2015,numero,22
2015,numero,13
2015,numero,49
2015,estrella,10
2015,estrella,8
2015,numero,32
2015,numero,13
2015,numero,30
2015,numero,25
2015,numero,22
2015,estrella,11
2015,estrella,1
2015,numero,20
2015,numero,9
2015,numero,50
2015,numero,29
2015,numero,11
2015,estrella,12
2015,estrella,5
2015,numero,23
2015,numero,33
2015,numero,3
2015,numero,41
2015,numero,4
2015,estrella,7
2015,estrella,2
2015,numero,49
2015,numero,16
2015,numero,36
2015,numero,37
2015,numero,4
2015,estrella,1
2015,estrella,11
2015,numero,31
2015,numero,30
2015,numero,25
2015,numero,6
2015,numero,32
2015,estrella,10
2015,estrella,11
2015,numero,44
2015,numero,17
2015,numero,4
2015,numero,37
2015,numero,31
2015,estrella,4
2015,estrella,2
2015,numero,43
2015,numero,11
2015,numero,9
2015,numero,16
2015,numero,5
2015,estrella,3
2015,estrella,5
2015,numero,16
2015,numero,27
2015,numero,3
2015,numero,36
2015,numero,34
2015,estrella,2
2015,estrella,4
2015,numero,6
2015,numero,17
2015,numero,34
2015,numero,30
2015,numero,9
2015,estrella,8
2015,estrella,7
2015,numero,1
2015,numero,22
2015,numero,17
2015,numero,35
2015,numero,11
2015,estrella,11
2015,estrella,1
2015,numero,23
2015,numero,27
2015,numero,34
2015,numero,40
2015,numero,10
2015,estrella,10
2015,estrella,5
2015,numero,34
2015,numero,18
2015,numero,4
2015,numero,48
2015,numero,7
2015,estrella,12
2015,estrella,5
2015,numero,49
2015,numero,6
2015,numero,23
2015,numero,35
2015,numero,22
2015,estrella,9
2015,estrella,5
2015,numero,41
2015,numero,9
2015,numero,5
2015,numero,20
2015,numero,29
2015,estrella,4
2015,estrella,3
2015,numero,23
2015,numero,28
2015,numero,1
2015,numero,48
2015,numero,7
2015,estrella,10
2015,estrella,6
2015,numero,17
2015,numero,31
2015,numero,24
2015,numero,13
2015,numero,4
2015,estrella,5
2015,estrella,9
2015,numero,42
2015,numero,24
2015,numero,21
2015,numero,2
2015,numero,29
2015,estrella,12
2015,estrella,8
2015,numero,49
2015,numero,17
2015,numero,31
2015,numero,24
2015,numero,13
2015,estrella,12
2015,estrella,11
2015,numero,5
2015,numero,13
2015,numero,10
2015,numero,35
2015,numero,44
2015,estrella,5
2015,estrella,2
2015,numero,30
2015,numero,39
2015,numero,44
2015,numero,31
2015,numero,34
2015,estrella,8
2015,estrella,11
2015,numero,36
2015,numero,40
2015,numero,11
2015,numero,10
2015,numero,15
2015,estrella,8
2015,estrella,2
2015,numero,50
2015,numero,46
2015,numero,3
2015,numero,10
2015,numero,12
2015,estrella,6
2015,estrella,8
2015,numero,32
2015,numero,4
2015,numero,7
2015,numero,18
2015,numero,8
2015,estrella,10
2015,estrella,3
2015,numero,24
2015,numero,43
2015,numero,11
2015,numero,26
2015,numero,30
2015,estrella,7
2015,estrella,4
2015,numero,44
2015,numero,23
2015,numero,47
2015,numero,48
2015,numero,19
2015,estrella,9
2015,estrella,1
2015,numero,15
2015,numero,2
2015,numero,11
2015,numero,29
2015,numero,9
2015,estrella,2
2015,estrella,3
2015,numero,50
2015,numero,46
2015,numero,4
2015,numero,35
2015,numero,28
2015,estrella,1
2015,estrella,9
2015,numero,17
2015,numero,30
2015,numero,42
2015,numero,44
2015,numero,50
2015,estrella,9
2015,estrella,3
2015,numero,10
2015,numero,49
2015,numero,9
2015,numero,5
2015,numero,20
2015,estrella,10
2015,estrella,1
2015,numero,30
2015,numero,46
2015,numero,2
2015,numero,50
2015,numero,3
2015,estrella,1
2015,estrella,8
2015,numero,10
2015,numero,24
2015,numero,19
2015,numero,20
2015,numero,45
2015,estrella,5
2015,estrella,10
2015,numero,25
2015,numero,43
2015,numero,1
2015,numero,22
2015,numero,8
2015,estrella,9
2015,estrella,10
2015,numero,16
2015,numero,10
2015,numero,30
2015,numero,18
2015,numero,15
2015,estrella,12
2015,estrella,3
2015,numero,17
2015,numero,50
2015,numero,49
2015,numero,3
2015,numero,2
2015,estrella,1
2015,estrella,8
2015,numero,9
2015,numero,33
2015,numero,25
2015,numero,46
2015,numero,49
2015,estrella,10
2015,estrella,9
2016,numero,20
2016,numero,27
2016,numero,42
2016,numero,4
2016,numero,33
2016,estrella,11
2016,estrella,12
2016,numero,3
2016,numero,20
2016,numero,42
2016,numero,14
2016,numero,29
2016,estrella,7
2016,estrella,9
2016,numero,28
2016,numero,36
2016,numero,45
2016,numero,35
2016,numero,33
2016,estrella,3
2016,estrella,11
2016,numero,24
2016,numero,11
2016,numero,19
2016,numero,30
2016,numero,2
2016,estrella,11
2016,estrella,12
2016,numero,32
2016,numero,40
2016,numero,15
2016,numero,19
2016,numero,49
2016,estrella,4
2016,estrella,10
2016,numero,13
2016,numero,20
2016,numero,39
2016,numero,4
2016,numero,32
2016,estrella,10
2016,estrella,12
2016,numero,43
2016,numero,13
2016,numero,41
2016,numero,47
2016,numero,24
2016,estrella,1
2016,estrella,10
2016,numero,19
2016,numero,50
2016,numero,33
2016,numero,25
2016,numero,13
2016,estrella,8
2016,estrella,11
2016,numero,43
2016,numero,14
2016,numero,39
2016,numero,47
2016,numero,17
2016,estrella,11
2016,estrella,5
2016,numero,40
2016,numero,33
2016,numero,31
2016,numero,47
2016,numero,49
2016,estrella,6
2016,estrella,12
2016,numero,4
2016,numero,26
2016,numero,3
2016,numero,21
2016,numero,37
2016,estrella,8
2016,estrella,2
2016,numero,34
2016,numero,35
2016,numero,21
2016,numero,23
2016,numero,13
2016,estrella,3
2016,estrella,12
2016,numero,37
2016,numero,47
2016,numero,34
2016,numero,31
2016,numero,29
2016,estrella,9
2016,estrella,11
2016,numero,21
2016,numero,50
2016,numero,43
2016,numero,37
2016,numero,30
2016,estrella,9
2016,estrella,4
2016,numero,40
2016,numero,33
2016,numero,34
2016,numero,50
2016,numero,16
2016,estrella,2
2016,estrella,6
2016,numero,33
2016,numero,19
2016,numero,16
2016,numero,4
2016,numero,20
2016,estrella,10
2016,estrella,1
2016,numero,20
2016,numero,12
2016,numero,21
2016,numero,9
2016,numero,32
2016,estrella,3
2016,estrella,4
2016,numero,40
2016,numero,13
2016,numero,7
2016,numero,8
2016,numero,6
2016,estrella,10
2016,estrella,9
2016,numero,46
2016,numero,35
2016,numero,24
2016,numero,21
2016,numero,37
2016,estrella,5
2016,estrella,6
2016,numero,12
2016,numero,25
2016,numero,7
2016,numero,41
2016,numero,26
2016,estrella,6
2016,estrella,5
2016,numero,22
2016,numero,17
2016,numero,16
2016,numero,2
2016,numero,9
2016,estrella,5
2016,estrella,12
2016,numero,7
2016,numero,11
2016,numero,31
2016,numero,26
2016,numero,9
2016,estrella,1
2016,estrella,5
2016,numero,47
2016,numero,35
2016,numero,15
2016,numero,33
2016,numero,2
2016,estrella,12
2016,estrella,5
2016,numero,6
2016,numero,23
2016,numero,12
2016,numero,38
2016,numero,2
2016,estrella,4
2016,estrella,10
2016,numero,35
2016,numero,22
2016,numero,2
2016,numero,50
2016,numero,24
2016,estrella,2
2016,estrella,11
2016,numero,41
2016,numero,48
2016,numero,39
2016,numero,5
2016,numero,24
2016,estrella,1
2016,estrella,3
2016,numero,49
2016,numero,3
2016,numero,37
2016,numero,28
2016,numero,8
2016,estrella,3
2016,estrella,4
2016,numero,17
2016,numero,3
2016,numero,47
2016,numero,22
2016,numero,16
2016,estrella,6
2016,estrella,7
2016,numero,32
2016,numero,4
2016,numero,14
2016,numero,20
2016,numero,40
2016,estrella,4
2016,estrella,5
2016,numero,10
2016,numero,44
2016,numero,39
2016,numero,15
2016,numero,13
2016,estrella,9
2016,estrella,2
2016,numero,8
2016,numero,30
2016,numero,50
2016,numero,43
2016,numero,14
2016,estrella,7
2016,estrella,4
2016,numero,18
2016,numero,23
2016,numero,38
2016,numero,13
2016,numero,30
2016,estrella,11
2016,estrella,3
2016,numero,30
2016,numero,38
2016,numero,21
2016,numero,35
2016,numero,16
2016,estrella,3
2016,estrella,7
2016,numero,29
2016,numero,24
2016,numero,43
2016,numero,23
2016,numero,35
2016,estrella,10
2016,estrella,6
2016,numero,32
2016,numero,8
2016,numero,4
2016,numero,34
2016,numero,36
2016,estrella,9
2016,estrella,1
2016,numero,36
2016,numero,44
2016,numero,9
2016,numero,48
2016,numero,12
2016,estrella,6
2016,estrella,5
2016,numero,17
2016,numero,39
2016,numero,25
2016,numero,45
2016,numero,37
2016,estrella,8
2016,estrella,9
2016,numero,24
2016,numero,6
2016,numero,34
2016,numero,47
2016,numero,1
2016,estrella,3
2016,estrella,4
2016,numero,8
2016,numero,17
2016,numero,47
2016,numero,4
2016,numero,3
2016,estrella,11
2016,estrella,4
2016,numero,37
2016,numero,47
2016,numero,34
2016,numero,15
2016,numero,32
2016,estrella,5
2016,estrella,3
2016,numero,13
2016,numero,27
2016,numero,33
2016,numero,40
2016,numero,44
2016,estrella,12
2016,estrella,11
2016,numero,9
2016,numero,16
2016,numero,35
2016,numero,32
2016,numero,46
2016,estrella,2
2016,estrella,7
2016,numero,35
2016,numero,9
2016,numero,12
2016,numero,39
2016,numero,4
2016,estrella,1
2016,estrella,7
2016,numero,2
2016,numero,38
2016,numero,20
2016,numero,35
2016,numero,10
2016,estrella,11
2016,estrella,6
2016,numero,13
2016,numero,29
2016,numero,42
2016,numero,48
2016,numero,35
2016,estrella,6
2016,estrella,12
2016,numero,16
2016,numero,26
2016,numero,19
2016,numero,44
2016,numero,30
2016,estrella,4
2016,estrella,9
2016,numero,44
2016,numero,45
2016,numero,23
2016,numero,36
2016,numero,16
2016,estrella,4
2016,estrella,3
2016,numero,8
2016,numero,16
2016,numero,7
2016,numero,42
2016,numero,25
2016,estrella,3
2016,estrella,8
2016,numero,26
2016,numero,36
2016,numero,18
2016,numero,3
2016,numero,10
2016,estrella,4
2016,estrella,11
2016,numero,43
2016,numero,4
2016,numero,45
2016,numero,11
2016,numero,10
2016,estrella,7
2016,estrella,3
2016,numero,7
2016,numero,16
2016,numero,40
2016,numero,21
2016,numero,27
2016,estrella,9
2016,estrella,7
2016,numero,36
2016,numero,47
2016,numero,41
2016,numero,35
2016,numero,13
2016,estrella,10
2016,estrella,8
2016,numero,25
2016,numero,16
2016,numero,47
2016,numero,24
2016,numero,36
2016,estrella,10
2016,estrella,7
2016,numero,36
2016,numero,37
2016,numero,6
2016,numero,14
2016,numero,5
2016,estrella,12
2016,estrella,9
2017,numero,50
2017,numero,5
2017,numero,40
2017,numero,35
2017,numero,8
2017,estrella,1
2017,estrella,9
2017,numero,45
2017,numero,13
2017,numero,15
2017,numero,48
2017,numero,20
2017,estrella,3
2017,estrella,1
2017,numero,29
2017,numero,4
2017,numero,27
2017,numero,46
2017,numero,42
2017,estrella,10
2017,estrella,7
2017,numero,15
2017,numero,38
2017,numero,7
2017,numero,30
2017,numero,19
2017,estrella,7
2017,estrella,12
2017,numero,15
2017,numero,33
2017,numero,31
2017,numero,27
2017,numero,12
2017,estrella,5
2017,estrella,4
2017,numero,11
2017,numero,15
2017,numero,50
2017,numero,36
2017,numero,9
2017,estrella,6
2017,estrella,4
2017,numero,2
2017,numero,27
2017,numero,9
2017,numero,40
2017,numero,24
2017,estrella,5
2017,estrella,6
2017,numero,2
2017,numero,36
2017,numero,40
2017,numero,37
2017,numero,47
2017,estrella,4
2017,estrella,12
2017,numero,34
2017,numero,17
2017,numero,41
2017,numero,9
2017,numero,42
2017,estrella,2
2017,estrella,3
2017,numero,14
2017,numero,24
2017,numero,27
2017,numero,13
2017,numero,32
2017,estrella,10
2017,estrella,12
2017,numero,9
2017,numero,20
2017,numero,5
2017,numero,14
2017,numero,16
2017,estrella,11
2017,estrella,12
2017,numero,18
2017,numero,19
2017,numero,40
2017,numero,31
2017,numero,35
2017,estrella,11
2017,estrella,9
2017,numero,27
2017,numero,9
2017,numero,16
2017,numero,50
2017,numero,47
2017,estrella,7
2017,estrella,9
2017,numero,11
2017,numero,21
2017,numero,25
2017,numero,50
2017,numero,9
2017,estrella,5
2017,estrella,11
2017,numero,16
2017,numero,6
2017,numero,37
2017,numero,25
2017,numero,5
2017,estrella,2
2017,estrella,4
2017,numero,48
2017,numero,47
2017,numero,11
2017,numero,49
2017,numero,1
2017,estrella,8
2017,estrella,9
2017,numero,35
2017,numero,20
2017,numero,32
2017,numero,19
2017,numero,24
2017,estrella,12
2017,estrella,6
2017,numero,2
2017,numero,31
2017,numero,5
2017,numero,34
2017,numero,4
2017,estrella,7
2017,estrella,10
2017,numero,47
2017,numero,38
2017,numero,14
2017,numero,30
2017,numero,45
2017,estrella,6
2017,estrella,3
2017,numero,29
2017,numero,22
2017,numero,49
2017,numero,8
2017,numero,18
2017,estrella,2
2017,estrella,9
2017,numero,14
2017,numero,4
2017,numero,46
2017,numero,16
2017,numero,30
2017,estrella,12
2017,estrella,4
2017,numero,28
2017,numero,25
2017,numero,46
2017,numero,6
2017,numero,21
2017,estrella,10
2017,estrella,11
2017,numero,18
2017,numero,35
2017,numero,41
2017,numero,32
2017,numero,40
2017,estrella,9
2017,estrella,4
2017,numero,30
2017,numero,46
2017,numero,28
2017,numero,41
2017,numero,8
2017,estrella,1
2017,estrella,4
2017,numero,12
2017,numero,3
2017,numero,25
2017,numero,38
2017,numero,45
2017,estrella,2
2017,estrella,9
2017,numero,1
2017,numero,45
2017,numero,27
2017,numero,6
2017,numero,21
2017,estrella,6
2017,estrella,8
2017,numero,37
2017,numero,47
2017,numero,36
2017,numero,43
2017,numero,1
2017,estrella,4
2017,estrella,12
2017,numero,22
2017,numero,18
2017,numero,33
2017,numero,2
2017,numero,9
2017,estrella,1
2017,estrella,8
2017,numero,44
2017,numero,17
2017,numero,49
2017,numero,48
2017,numero,12
2017,estrella,10
2017,estrella,4
2017,numero,18
2017,numero,16
2017,numero,39
2017,numero,36
2017,numero,7
2017,estrella,9
2017,estrella,3
2017,numero,19
2017,numero,38
2017,numero,28
2017,numero,4
2017,numero,9
2017,estrella,9
2017,estrella,5
2017,numero,44
2017,numero,16
2017,numero,20
2017,numero,22
2017,numero,28
2017,estrella,2
2017,estrella,12
2017,numero,38
2017,numero,10
2017,numero,2
2017,numero,32
2017,numero,26
2017,estrella,9
2017,estrella,12
2017,numero,48
2017,numero,50
2017,numero,16
2017,numero,35
2017,numero,8
2017,estrella,5
2017,estrella,8
2017,numero,42
2017,numero,29
2017,numero,45
2017,numero,35
2017,numero,48
2017,estrella,8
2017,estrella,7
2017,numero,17
2017,numero,6
2017,numero,20
2017,numero,2
2017,numero,29
2017,estrella,9
2017,estrella,1
2017,numero,5
2017,numero,48
2017,numero,26
2017,numero,13
2017,numero,31
2017,estrella,3
2017,estrella,1
2017,numero,34
2017,numero,5
2017,numero,4
2017,numero,37
2017,numero,49
2017,estrella,1
2017,estrella,10
2017,numero,34
2017,numero,24
2017,numero,25
2017,numero,15
2017,numero,8
2017,estrella,5
2017,estrella,1
2017,numero,11
2017,numero,22
2017,numero,44
2017,numero,45
2017,numero,14
2017,estrella,8
2017,estrella,10
2017,numero,4
2017,numero,31
2017,numero,47
2017,numero,41
2017,numero,25
2017,estrella,12
2017,estrella,9
2017,numero,44
2017,numero,18
2017,numero,29
2017,numero,43
2017,numero,12
2017,estrella,9
2017,estrella,6
2017,numero,3
2017,numero,47
2017,numero,11
2017,numero,29
2017,numero,31
2017,estrella,3
2017,estrella,11
2017,numero,12
2017,numero,42
2017,numero,40
2017,numero,20
2017,numero,22
2017,estrella,12
2017,estrella,7
2017,numero,30
2017,numero,31
2017,numero,10
2017,numero,22
2017,numero,33
2017,estrella,8
2017,estrella,6
2017,numero,12
2017,numero,34
2017,numero,2
2017,numero,41
2017,numero,18
2017,estrella,8
2017,estrella,11
2018,numero,33
2018,numero,23
2018,numero,46
2018,numero,7
2018,numero,2
2018,estrella,1
2018,estrella,2
2018,numero,17
2018,numero,50
2018,numero,13
2018,numero,49
2018,numero,2
2018,estrella,2
2018,estrella,1
2018,numero,44
2018,numero,25
2018,numero,4
2018,numero,31
2018,numero,22
2018,estrella,9
2018,estrella,1
2018,numero,13
2018,numero,38
2018,numero,24
2018,numero,37
2018,numero,47
2018,estrella,3
2018,estrella,5
2018,numero,36
2018,numero,43
2018,numero,35
2018,numero,17
2018,numero,16
2018,estrella,2
2018,estrella,10
2018,numero,42
2018,numero,1
2018,numero,15
2018,numero,14
2018,numero,4
2018,estrella,11
2018,estrella,4
2018,numero,7
2018,numero,5
2018,numero,24
2018,numero,47
2018,numero,22
2018,estrella,5
2018,estrella,7
2018,numero,14
2018,numero,5
2018,numero,34
2018,numero,13
2018,numero,31
2018,estrella,2
2018,estrella,3
2018,numero,29
2018,numero,45
2018,numero,24
2018,numero,14
2018,numero,37
2018,estrella,9
2018,estrella,4
2018,numero,8
2018,numero,31
2018,numero,47
2018,numero,28
2018,numero,37
2018,estrella,9
2018,estrella,10
2018,numero,42
2018,numero,27
2018,numero,12
2018,numero,45
2018,numero,5
2018,estrella,4
2018,estrella,12
2018,numero,27
2018,numero,44
2018,numero,48
2018,numero,37
2018,numero,10
2018,estrella,9
2018,estrella,12
2018,numero,12
2018,numero,7
2018,numero,2
2018,numero,11
2018,numero,20
2018,estrella,12
2018,estrella,7
2018,numero,8
2018,numero,15
2018,numero,28
2018,numero,4
2018,numero,26
2018,estrella,6
2018,estrella,9
2018,numero,26
2018,numero,15
2018,numero,50
2018,numero,6
2018,numero,9
2018,estrella,3
2018,estrella,2
2018,numero,13
2018,numero,16
2018,numero,5
2018,numero,10
2018,numero,43
2018,estrella,5
2018,estrella,2
2018,numero,37
2018,numero,49
2018,numero,2
2018,numero,30
2018,numero,15
2018,estrella,8
2018,estrella,4
2018,numero,30
2018,numero,4
2018,numero,17
2018,numero,10
2018,numero,42
2018,estrella,5
2018,estrella,6
2018,numero,30
2018,numero,42
2018,numero,35
2018,numero,14
2018,numero,43
2018,estrella,11
2018,estrella,6
2018,numero,17
2018,numero,7
2018,numero,12
2018,numero,48
2018,numero,29
2018,estrella,5
2018,estrella,4
2018,numero,49
2018,numero,24
2018,numero,4
2018,numero,2
2018,numero,7
2018,estrella,8
2018,estrella,11
2018,numero,24
2018,numero,7
2018,numero,25
2018,numero,2
2018,numero,16
2018,estrella,5
2018,estrella,1
2018,numero,44
2018,numero,12
2018,numero,6
2018,numero,37
2018,numero,1
2018,estrella,4
2018,estrella,3
2018,numero,9
2018,numero,20
2018,numero,1
2018,numero,40
2018,numero,48
2018,estrella,9
2018,estrella,8
2018,numero,40
2018,numero,12
2018,numero,16
2018,numero,39
2018,numero,41
2018,estrella,2
2018,estrella,5
2018,numero,3
2018,numero,31
2018,numero,18
2018,numero,20
2018,numero,44
2018,estrella,4
2018,estrella,8
2018,numero,20
2018,numero,26
2018,numero,31
2018,numero,18
2018,numero,1
2018,estrella,4
2018,estrella,6
2018,numero,49
2018,numero,15
2018,numero,7
2018,numero,14
2018,numero,29
2018,estrella,2
2018,estrella,12
2018,numero,22
2018,numero,37
2018,numero,45
2018,numero,31
2018,numero,5
2018,estrella,4
2018,estrella,11
2018,numero,2
2018,numero,34
2018,numero,19
2018,numero,1
2018,numero,49
2018,estrella,5
2018,estrella,7
2018,numero,35
2018,numero,28
2018,numero,17
2018,numero,23
2018,numero,25
2018,estrella,9
2018,estrella,12
2018,numero,26
2018,numero,36
2018,numero,3
2018,numero,34
2018,numero,13
2018,estrella,2
2018,estrella,10
2018,numero,36
2018,numero,2
2018,numero,17
2018,numero,15
2018,numero,27
2018,estrella,9
2018,estrella,10
2018,numero,5
2018,numero,38
2018,numero,32
2018,numero,44
2018,numero,6
2018,estrella,8
2018,estrella,5
2018,numero,23
2018,numero,18
2018,numero,14
2018,numero,4
2018,numero,37
2018,estrella,3
2018,estrella,4
2018,numero,18
2018,numero,21
2018,numero,28
2018,numero,23
2018,numero,50
2018,estrella,7
2018,estrella,5
2018,numero,14
2018,numero,2
2018,numero,45
2018,numero,47
2018,numero,24
2018,estrella,7
2018,estrella,5
2018,numero,4
2018,numero,29
2018,numero,2
2018,numero,39
2018,numero,13
2018,estrella,11
2018,estrella,12
2018,numero,37
2018,numero,23
2018,numero,33
2018,numero,39
2018,numero,2
2018,estrella,7
2018,estrella,9
2018,numero,44
2018,numero,27
2018,numero,7
2018,numero,37
2018,numero,17
2018,estrella,4
2018,estrella,2
2018,numero,34
2018,numero,15
2018,numero,28
2018,numero,33
2018,numero,4
2018,estrella,3
2018,estrella,5
2018,numero,27
2018,numero,37
2018,numero,3
2018,numero,39
2018,numero,7
2018,estrella,6
2018,estrella,5
2018,numero,5
2018,numero,15
2018,numero,44
2018,numero,28
2018,numero,9
2018,estrella,1
2018,estrella,2
2018,numero,11
2018,numero,34
2018,numero,50
2018,numero,39
2018,numero,24
2018,estrella,8
2018,estrella,2
2018,numero,29
2018,numero,26
2018,numero,48
2018,numero,1
2018,numero,44
2018,estrella,11
2018,estrella,3
2018,numero,40
2018,numero,42
